event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
UFC 181,anthony pettis,gilbert melendez,Red,UFC Lightweight Title,1,Men,Submission,2,5,113,John McCarthy,0,30,58,0.51,43,71,0.61,0,0,0,1,1,3,24,10,37,177.8,70.31,182.88,Orthodox,3.05,3.44,0.47,0.5,0.54,0.6,1.1,0.61,0,27,78,0.34,59,119,0.5,1,8,0.12,0,0,261,22,8,41,175.26,65.77,185.42,Orthodox,3.44,2.53,0.33,0.41,0.63,0.71,0.2,1.64,0,3,-20,0.1699999999999999,-16,-48,0.1099999999999999,-1,-8,-0.12,1,1,-258,2,2,-4,2.5400000000000205,4.540000000000006,-2.54,-0.39,0.91,0.1399999999999999,0.09,-0.09,-0.11,0.9000000000000001,-1.03
UFC Fight Night,maximo blanco,dan hooker,Red,Featherweight,0,Men,Decision - Unanimous,3,3,300,Wolf Menninger,0,132,240,0.55,137,246,0.56,3,13,0.23,0,0,155,12,8,40,172.72,65.77,180.34,Orthodox,4.11,3.19,0.44,0.36,0.66,0.63,0.3,1.85,0,99,236,0.41,116,253,0.46,0,0,0,0,0,105,23,12,34,182.88,70.31,190.5,Switch,5.08,4.76,0.48,0.34,0.51,0.8,0.4,0.79,0,33,4,0.14,21,-7,0.1,3,13,0.23,0,0,50,-11,-4,6,-10.16,-4.54,-10.16,-0.97,-1.57,-0.04,0.02,0.15,-0.17,-0.1,1.06
UFC Fight Night,gunnar nelson,rick story,Blue,Welterweight,0,Men,Decision - Split,5,5,300,Marc Goddard,0,53,107,0.49,54,108,0.5,1,4,0.25,0,0,21,19,5,35,180.34,77.11,182.88,Switch,1.84,3,0.61,0.59,0.49,0.66,1,1.9,1,168,315,0.53,211,360,0.59,1,1,1,0,0,36,19,9,39,175.26,77.11,180.34,Southpaw,3.8,2.17,0.41,0.48,0.62,0.63,0.9,2.53,-1,-115,-208,-0.04,-157,-252,-0.09,0,3,-0.75,0,0,-15,0,-4,-4,5.0800000000000125,0,2.539999999999992,-1.96,0.8300000000000001,0.2,0.1099999999999999,-0.13,0.03,0.1,-0.63
UFC on FOX,dustin ortiz,ray borg,Red,Flyweight,0,Men,Decision - Split,3,3,300,Jorge Alonso,0,46,80,0.57,107,144,0.74,2,4,0.5,0,1,323,19,8,35,165.1,56.7,165.1,Orthodox,2.94,2.17,0.44,0.36,0.56,0.52,0.1,3.01,0,12,27,0.44,21,37,0.57,5,8,0.62,2,1,360,13,5,30,162.56,61.23,160.02,Orthodox,1.52,1.93,0.52,0.5,0.48,0.46,1,3.89,0,34,53,0.1299999999999999,86,107,0.17,-3,-4,-0.12,-2,0,-37,6,3,5,2.539999999999992,-4.53,5.079999999999984,1.42,0.24,-0.08,-0.14,0.08,0.06,-0.9,-0.88
UFC 172,max holloway,andre fili,Red,Featherweight,0,Men,Submission,3,3,219,Kevin Mulhall,0,47,149,0.31,57,161,0.35,0,0,0,2,0,0,25,7,32,180.34,65.77,175.26,Orthodox,7.17,4.75,0.47,0.53,0.59,0.84,0.3,0.27,0,44,139,0.31,46,141,0.33,3,12,0.25,0,0,192,23,11,33,180.34,65.77,187.96,Orthodox,3.85,4.11,0.37,0.47,0.51,0.69,0.3,2.16,0,3,10,0,11,20,0.02,-3,-12,-0.25,2,0,-192,2,-4,-1,0,0,-12.7,3.32,0.6399999999999997,0.1,0.06,0.08,0.15,0,-1.89
UFC Fight Night,max holloway,clay collard,Red,Catch Weight,0,Men,KO/TKO,3,3,227,Dan Miragliotta,0,124,204,0.6,137,219,0.63,0,0,0,0,0,154,25,7,32,180.34,65.77,175.26,Orthodox,7.17,4.75,0.47,0.53,0.59,0.84,0.3,0.27,0,70,209,0.33,73,213,0.34,1,10,0.1,0,1,109,14,7,31,180.34,65.77,185.42,Orthodox,4.22,5,0.32,0.39,0.5,0.71,0.5,2.81,0,54,-5,0.2699999999999999,64,6,0.29,-1,-10,-0.1,0,-1,45,11,0,1,0,0,-10.16,2.95,-0.25,0.1499999999999999,0.14,0.09,0.13,-0.2,-2.54
UFC 170,alexis davis,jessica eye,Red,Women's Bantamweight,0,Women,Decision - Split,3,3,300,Yves Lavigne,0,53,113,0.46,112,175,0.64,2,3,0.66,0,0,292,21,11,39,167.64,61.23,172.72,Orthodox,4.63,4.45,0.49,0.44,0.54,0.34,0.7,0.95,0,47,111,0.42,69,135,0.51,0,0,0,0,0,69,15,11,37,167.64,56.7,167.64,Orthodox,3.86,4.19,0.37,0.4,0.55,0.57,0.5,0.58,0,6,2,0.04,43,40,0.13,2,3,0.66,0,0,223,6,0,2,0,4.529999999999994,5.0800000000000125,0.77,0.2599999999999998,0.12,0.04,-0.01,-0.23,0.1999999999999999,0.37
UFC Fight Night,thomas almeida,tim gorman,Red,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Mario Yamasaki,0,120,217,0.55,122,219,0.56,0,0,0,0,0,3,22,5,32,170.18,65.77,177.8,Southpaw,4.84,4.93,0.43,0.14,0.61,0.75,0,0.17,0,67,189,0.35,71,195,0.36,2,11,0.18,0,0,133,9,4,40,165.1,61.23,,Southpaw,2.73,5.57,0.31,0.09,0.46,0.33,0,1,0,53,28,0.2,51,24,0.2,-2,-11,-0.18,0,0,-130,13,1,-8,5.0800000000000125,4.539999999999999,,2.11,-0.64,0.12,0.05,0.1499999999999999,0.42,0,-0.83
UFC 169,john lineker,ali bagautinov,Blue,Flyweight,0,Men,Decision - Unanimous,3,3,300,Keith Peterson,0,27,54,0.5,52,81,0.64,0,0,0,2,0,21,31,9,33,160.02,61.23,170.18,Orthodox,5.36,4.27,0.4,0.58,0.56,0.67,0.6,0.56,0,49,92,0.53,86,133,0.65,6,12,0.5,1,0,441,15,6,38,162.56,56.7,165.1,Orthodox,2.85,3.09,0.42,0.36,0.52,0.65,0.3,2.51,0,-22,-38,-0.03,-34,-52,-0.01,-6,-12,-0.5,1,0,-420,16,3,-5,-2.54,4.529999999999994,5.0800000000000125,2.51,1.1799999999999995,-0.02,0.2199999999999999,0.04,0.02,0.3,-1.95
UFC Fight Night,katsunori kikuno,quinn mulhern,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Steve Perceval,0,23,48,0.47,73,104,0.7,3,4,0.75,0,0,501,24,8,42,172.72,65.77,167.64,Orthodox,2.64,2.47,0.4,0.75,0.61,0.76,0.8,1.88,0,16,63,0.25,24,71,0.34,0,9,0,0,0,1,18,4,39,190.5,70.31,,Orthodox,1.48,2.09,0.28,0.2,0.51,0.33,0,1.36,0,7,-15,0.2199999999999999,49,33,0.3599999999999999,3,-5,0.75,0,0,500,6,4,3,-17.78,-4.54,,1.16,0.3800000000000003,0.12,0.55,0.1,0.43,0.8,0.5199999999999998
UFC Fight Night,clay guida,tatsuya kawajiri,Red,Featherweight,0,Men,Decision - Unanimous,3,3,300,Marc Goddard,1,47,68,0.69,92,113,0.81,3,10,0.3,0,0,538,38,21,42,170.18,70.31,177.8,Orthodox,2.64,3.01,0.33,0.36,0.61,0.67,0.6,3.13,0,19,51,0.37,36,68,0.53,1,5,0.2,1,0,166,36,11,45,170.18,65.77,175.26,Orthodox,2.04,2.01,0.44,0.48,0.5,0.63,1.1,3.63,1,28,17,0.3199999999999999,56,45,0.28,2,5,0.1,-1,0,372,2,10,-3,0,4.540000000000006,2.5400000000000205,0.6000000000000001,1,-0.11,-0.12,0.1099999999999999,0.04,-0.5,-0.5
UFC Fight Night,tim boetsch,brad tavares,Red,Middleweight,0,Men,KO/TKO,2,3,198,Kevin MacDonald,2,14,28,0.5,40,56,0.71,1,5,0.2,0,0,35,21,13,43,182.88,83.91,187.96,Orthodox,2.93,2.9,0.5,0.34,0.57,0.59,0.8,1.45,0,24,56,0.42,37,70,0.53,0,1,0,0,0,257,20,10,36,185.42,83.91,187.96,Orthodox,3.38,3.15,0.43,0.26,0.55,0.81,0,0.78,2,-10,-28,0.08,3,-14,0.1799999999999999,1,4,0.2,0,0,-222,1,3,7,-2.54,0,0,-0.45,-0.25,0.07,0.08,0.02,-0.22,0.8,0.6699999999999999
UFC 171,jake shields,hector lombard,Blue,Welterweight,0,Men,Decision - Unanimous,3,3,300,Don Turnage,0,4,72,0.05,58,128,0.45,0,7,0,1,0,0,31,9,45,182.88,77.11,182.88,Orthodox,2.45,1.8,0.36,0.29,0.56,0.35,1.2,2.83,0,27,56,0.48,67,98,0.68,5,5,1,0,0,448,34,10,46,175.26,83.91,180.34,Southpaw,3.02,3.35,0.46,0.48,0.53,0.77,0.5,1.69,0,-23,16,-0.43,-9,30,-0.23,-5,2,-1,1,0,-448,-3,-1,-1,7.620000000000003,-6.8,2.539999999999992,-0.57,-1.55,-0.1,-0.19,0.03,-0.42,0.7,1.14
UFC Fight Night,cole miller,sam sicilia,Red,Featherweight,0,Men,Submission,2,3,114,Herb Dean,1,38,91,0.41,38,91,0.42,0,0,0,1,0,25,21,11,39,185.42,65.77,185.42,Orthodox,3,3.88,0.33,0.36,0.59,0.38,1.8,0.6,0,14,56,0.25,14,56,0.25,0,2,0,0,0,0,15,8,38,172.72,65.77,170.18,Orthodox,2.46,3.55,0.33,0.43,0.59,0.7,0.9,1.45,1,24,35,0.1599999999999999,24,35,0.1699999999999999,0,-2,0,1,0,25,6,3,1,12.699999999999989,0,15.23999999999998,0.54,0.33,0,-0.07,0,-0.32,0.9,-0.85
UFC on FUEL TV,chan sung jung,dustin poirier,Red,Featherweight,0,Men,Submission,4,5,67,Dan Miragliotta,0,74,154,0.48,149,240,0.62,4,4,1,3,0,302,17,8,37,170.18,65.77,182.88,Orthodox,3.93,4.52,0.41,0.44,0.52,0.72,0.6,0.7,0,56,127,0.44,70,146,0.48,0,4,0,0,2,231,30,8,35,175.26,70.31,182.88,Southpaw,5.45,4.36,0.51,0.36,0.53,0.63,1.4,1.33,0,18,27,0.04,79,94,0.14,4,0,1,3,-2,71,-13,0,2,-5.08,-4.54,0,-1.52,0.1599999999999992,-0.1,0.08,-0.01,0.09,-0.8,-0.63
UFC 154,georges st-pierre,carlos condit,Red,UFC Welterweight Title,1,Men,Decision - Unanimous,5,5,300,Yves Lavigne,0,71,132,0.53,172,237,0.73,7,8,0.87,0,0,897,26,2,42,180.34,83.91,193.04,Orthodox,3.78,1.4,0.53,0.74,0.72,0.83,1.1,4.16,1,36,148,0.24,190,323,0.59,0,0,0,0,1,64,32,14,39,187.96,77.11,190.5,Orthodox,3.66,2.67,0.39,0.46,0.55,0.38,1,0.59,-1,35,-16,0.29,-18,-86,0.14,7,8,0.87,0,-1,833,-6,-12,3,-7.62,6.799999999999997,2.539999999999992,0.1199999999999996,-1.27,0.14,0.2799999999999999,0.1699999999999999,0.4499999999999999,0.1,3.5700000000000003
UFC on FOX,joe lauzon,jamie varner,Red,Lightweight,0,Men,Submission,3,3,164,Luis Cobian,0,44,118,0.37,55,130,0.42,2,5,0.4,1,2,131,28,16,39,177.8,70.31,180.34,Orthodox,2.84,5.39,0.39,0.45,0.54,0.54,2,2.39,1,82,177,0.46,84,181,0.46,2,4,0.5,1,2,101,21,11,39,172.72,70.31,180.34,Orthodox,2.92,2.55,0.34,0.53,0.58,0.66,0.8,3.49,-1,-38,-59,-0.09,-29,-51,-0.04,0,1,-0.1,0,0,30,7,5,0,5.0800000000000125,0,0,-0.08,2.84,0.05,-0.08,-0.04,-0.12,1.2,-1.1
UFC 143,nick diaz,carlos condit,Blue,UFC Interim Welterweight Title,1,Men,Decision - Unanimous,5,5,300,Steve Mazzagatti,0,105,246,0.42,117,258,0.45,1,3,0.33,0,0,104,26,10,40,185.42,77.11,193.04,Southpaw,5.71,3.84,0.42,0.32,0.59,0.6,1,1.28,0,151,320,0.47,159,329,0.48,0,0,0,0,0,4,32,14,39,187.96,77.11,190.5,Orthodox,3.66,2.67,0.39,0.46,0.55,0.38,1,0.59,0,-46,-74,-0.05,-42,-71,-0.03,1,3,0.33,0,0,100,-6,-4,1,-2.54,0,2.539999999999992,2.05,1.17,0.03,-0.14,0.04,0.2199999999999999,0,0.6900000000000001
UFC on FUEL TV,diego sanchez,jake ellenberger,Blue,Welterweight,0,Men,Decision - Unanimous,3,3,300,Dan Miragliotta,0,29,114,0.25,63,158,0.4,0,1,0,0,0,68,31,13,42,177.8,77.11,182.88,Southpaw,2.69,3.02,0.37,0.24,0.56,0.46,0.8,1.51,1,62,124,0.5,78,141,0.55,2,8,0.25,0,0,102,31,15,39,175.26,77.11,180.34,Orthodox,2.47,2.83,0.39,0.47,0.6,0.86,0.4,2.04,-1,-33,-10,-0.25,-15,17,-0.15,-2,-7,-0.25,0,0,-34,0,-2,3,2.5400000000000205,0,2.539999999999992,0.2199999999999997,0.1899999999999999,-0.02,-0.23,-0.04,-0.4,0.4,-0.53
UFC 142,edson barboza,terry etim,Red,Lightweight,0,Men,KO/TKO,3,3,122,Dan Miragliotta,1,47,129,0.36,47,129,0.36,0,0,0,0,0,1,24,11,38,180.34,65.77,190.5,Orthodox,4.18,4.34,0.45,0.5,0.57,0.75,0.1,0.48,0,26,105,0.24,26,105,0.25,2,6,0.33,0,0,16,16,5,38,185.42,70.31,185.42,Orthodox,2.16,2.53,0.35,0.3,0.67,0.39,1.4,0.43,1,21,24,0.12,21,24,0.1099999999999999,-2,-6,-0.33,0,0,-15,8,6,0,-5.08,-4.54,5.0800000000000125,2.02,1.81,0.1,0.2,-0.1,0.36,-1.3,0.05
UFC on FOX,mauricio rua,brandon vera,Red,Light Heavyweight,0,Men,KO/TKO,4,5,249,Herb Dean,1,68,103,0.66,142,184,0.77,4,7,0.57,0,0,686,27,14,42,185.42,92.99,193.04,Orthodox,3.57,2.79,0.5,0.48,0.54,0.49,0.7,2.01,0,67,106,0.63,89,132,0.67,1,2,0.5,1,0,111,15,7,46,190.5,104.33,198.12,Orthodox,3.03,2.81,0.56,0.53,0.52,0.59,0.2,0.7,1,1,-3,0.03,53,52,0.1,3,5,0.07,-1,0,575,12,7,-4,-5.08,-11.34,-5.08,0.54,-0.02,-0.06,-0.05,0.02,-0.1,0.4999999999999999,1.3099999999999998
UFC 142,vitor belfort,anthony johnson,Red,Middleweight,0,Men,Submission,1,3,289,Dan Miragliotta,0,14,29,0.48,37,54,0.69,0,0,0,1,0,72,26,14,46,182.88,83.91,187.96,Southpaw,1.59,2.83,0.46,0.6,0.5,0.53,0.6,1.02,0,4,16,0.25,14,28,0.5,2,8,0.25,0,0,132,22,6,40,187.96,92.99,198.12,Orthodox,3.25,1.83,0.47,0.57,0.6,0.77,0.6,2.43,0,10,13,0.2299999999999999,23,26,0.1899999999999999,-2,-8,-0.25,1,0,-60,4,8,6,-5.08,-9.08,-10.16,-1.66,1,-0.01,0.03,-0.1,-0.24,0,-1.41
UFC 143,roy nelson,fabricio werdum,Blue,Heavyweight,0,Men,Decision - Unanimous,3,3,300,Josh Rosenthal,0,26,69,0.37,55,99,0.56,0,0,0,1,0,164,22,14,47,182.88,119.29,185.42,Orthodox,2.18,4.79,0.36,0.27,0.46,0.65,0.1,1.14,0,91,136,0.66,98,145,0.68,0,1,0,0,0,64,24,9,46,193.04,104.78,195.58,Orthodox,3.59,2.64,0.52,0.31,0.55,0.31,1.2,1.75,0,-65,-67,-0.29,-43,-46,-0.12,0,-1,0,1,0,100,-2,5,1,-10.16,14.510000000000003,-10.16,-1.41,2.15,-0.16,-0.04,-0.09,0.34,-1.1,-0.61
UFC 153,jon fitch,erick silva,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Marc Goddard,0,82,131,0.62,176,234,0.75,6,9,0.66,2,1,528,30,7,46,182.88,77.11,187.96,Orthodox,2.61,1.65,0.5,0.51,0.54,0.56,0.8,3.6,0,19,33,0.57,24,38,0.63,2,3,0.66,2,0,177,19,9,39,182.88,77.11,187.96,Orthodox,2.5,4.18,0.48,0.35,0.49,0.56,1.4,0.85,0,63,98,0.05,152,196,0.12,4,6,0,0,1,351,11,-2,7,0,0,0,0.1099999999999998,-2.53,0.02,0.16,0.05,0,-0.6,2.75
UFC 150,donald cerrone,melvin guillard,Red,Lightweight,0,Men,KO/TKO,1,3,76,Josh Rosenthal,1,4,9,0.44,4,9,0.44,0,0,0,0,0,2,36,17,40,185.42,70.31,185.42,Orthodox,4.41,4.48,0.46,0.33,0.53,0.73,1.2,1.16,1,10,28,0.35,10,28,0.36,0,0,0,0,0,4,32,18,40,175.26,70.31,180.34,Orthodox,2.96,1.85,0.4,0.63,0.66,0.61,0.2,1.3,0,-6,-19,0.09,-6,-19,0.08,0,0,0,0,0,-2,4,-1,0,10.159999999999997,0,5.079999999999984,1.4500000000000002,2.6300000000000003,0.06,-0.3,-0.13,0.12,1,-0.14
UFC 144,yushin okami,tim boetsch,Blue,Middleweight,0,Men,KO/TKO,3,3,54,Leon Roberts,0,29,75,0.38,43,91,0.47,1,2,0.5,0,0,241,34,12,42,187.96,77.11,190.5,Southpaw,2.06,2.25,0.38,0.39,0.6,0.84,0.5,1.98,1,42,93,0.45,47,99,0.47,0,1,0,1,0,7,21,13,43,182.88,83.91,187.96,Orthodox,2.93,2.9,0.5,0.34,0.57,0.59,0.8,1.45,-1,-13,-18,-0.07,-4,-8,0,1,1,0.5,-1,0,234,13,-1,-1,5.0800000000000125,-6.8,2.539999999999992,-0.87,-0.65,-0.12,0.05,0.03,0.25,-0.3,0.53
UFC on FUEL TV,ivan menjivar,john albert,Red,Bantamweight,0,Men,Submission,1,3,225,Jim Axtel,0,25,35,0.71,33,44,0.75,1,1,1,2,0,129,25,12,41,167.64,65.77,162.56,Orthodox,2.78,2.76,0.37,0.28,0.65,0.38,1,0.56,0,31,55,0.56,37,64,0.58,0,0,0,3,0,13,6,5,37,172.72,61.23,172.72,Orthodox,3.05,2.82,0.49,0,0.35,0.5,6.1,0,0,-6,-20,0.1499999999999999,-4,-20,0.17,1,1,1,-1,0,116,19,7,4,-5.08,4.539999999999999,-10.16,-0.27,-0.06,-0.12,0.28,0.3,-0.12,-5.1,0.56
UFC on FX,thiago alves,martin kampmann,Blue,Welterweight,0,Men,Submission,3,3,252,Herb Dean,0,62,118,0.52,90,151,0.6,2,3,0.66,0,0,151,23,15,40,175.26,77.11,177.8,Orthodox,3.73,3.42,0.41,0.6,0.62,0.63,0.3,0.71,0,47,118,0.39,57,133,0.43,1,7,0.14,1,1,149,20,7,41,182.88,77.11,182.88,Orthodox,3.22,3.28,0.42,0.41,0.62,0.78,2,1.86,0,15,0,0.13,33,18,0.1699999999999999,1,-4,0.52,-1,-1,2,3,8,-1,-7.62,0,-5.08,0.5099999999999998,0.1400000000000001,-0.01,0.19,0,-0.15,-1.7,-1.15
UFC on FOX,rousimar palhares,alan belcher,Blue,Middleweight,0,Men,KO/TKO,1,3,258,Dan Miragliotta,0,0,1,0,1,2,0.5,1,1,1,1,0,7,19,8,44,172.72,77.11,180.34,Orthodox,1.75,2.04,0.51,0.45,0.59,0,4.1,3.93,0,20,37,0.54,29,46,0.63,0,0,0,1,0,134,18,8,39,187.96,83.91,190.5,Orthodox,2.7,3.1,0.41,0.26,0.59,0.55,0.9,0.44,0,-20,-36,-0.54,-28,-44,-0.13,1,1,1,0,0,-127,1,0,5,-15.24,-6.8,-10.16,-0.95,-1.06,0.1,0.19,0,-0.55,3.2,3.49
UFC 152,jon jones,vitor belfort,Red,UFC Light Heavyweight Title,1,Men,Submission,4,5,54,John McCarthy,1,65,110,0.59,96,144,0.67,1,1,1,1,0,565,27,1,36,193.04,112.49,213.36,Orthodox,4.29,2.22,0.57,0.45,0.64,0.95,0.5,1.93,0,16,36,0.44,22,43,0.51,0,0,0,1,0,6,26,14,46,182.88,83.91,187.96,Southpaw,1.59,2.83,0.46,0.6,0.5,0.53,0.6,1.02,1,49,74,0.1499999999999999,74,101,0.16,1,1,1,0,0,559,1,-13,-10,10.159999999999997,28.58,25.40000000000001,2.7,-0.61,0.1099999999999999,-0.15,0.14,0.4199999999999999,-0.1,0.91
UFC on FOX,nate diaz,jim miller,Red,Lightweight,0,Men,Submission,2,5,249,Keith Peterson,0,46,98,0.46,97,154,0.63,0,1,0,2,2,157,22,13,38,182.88,77.11,193.04,Southpaw,4.57,3.77,0.45,0.3,0.52,0.41,1.3,1.05,0,25,71,0.35,27,73,0.37,1,5,0.2,0,0,75,37,17,40,172.72,70.31,180.34,Southpaw,2.96,3.18,0.42,0.44,0.58,0.48,1.7,1.58,0,21,27,0.11,70,81,0.26,-1,-4,-0.2,2,2,82,-15,-4,-2,10.159999999999997,6.799999999999997,12.699999999999989,1.6100000000000003,0.5899999999999999,0.03,-0.14,-0.06,-0.07,-0.4,-0.53
UFC on FOX,louis gaudinot,john lineker,Red,Flyweight,0,Men,Submission,2,3,294,Keith Peterson,0,65,132,0.49,94,169,0.56,2,2,1,1,0,224,8,4,39,160.02,56.7,160.02,Orthodox,2.34,6.42,0.37,0.4,0.48,0.31,1.1,0.57,0,96,212,0.45,121,240,0.5,0,0,0,0,0,14,31,9,33,160.02,61.23,170.18,Orthodox,5.36,4.27,0.4,0.58,0.56,0.67,0.6,0.56,0,-31,-80,0.04,-27,-71,0.06,2,2,1,1,0,210,-23,-5,6,0,-4.53,-10.16,-3.02,2.1500000000000004,-0.03,-0.18,-0.08,-0.36,0.5000000000000001,0.01
UFC on FX,melvin guillard,jim miller,Blue,Lightweight,0,Men,Submission,1,3,184,Herb Dean,0,16,26,0.61,21,31,0.68,0,0,0,0,0,1,32,18,40,175.26,70.31,180.34,Orthodox,2.96,1.85,0.4,0.63,0.66,0.61,0.2,1.3,0,4,12,0.33,5,13,0.38,1,3,0.33,1,0,59,37,17,40,172.72,70.31,180.34,Southpaw,2.96,3.18,0.42,0.44,0.58,0.48,1.7,1.58,0,12,14,0.2799999999999999,16,18,0.3,-1,-3,-0.33,-1,0,-58,-5,1,0,2.539999999999992,0,0,0,-1.33,-0.02,0.19,0.08,0.13,-1.5,-0.28
UFC 152,tj grant,evan dunham,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Dan Miragliotta,0,164,300,0.54,171,309,0.55,0,3,0,0,0,40,21,5,40,177.8,70.31,182.88,Orthodox,3.95,3.21,0.54,0.43,0.56,0.36,0.6,1.63,0,160,377,0.42,183,410,0.45,3,8,0.37,0,0,108,18,9,42,177.8,70.31,177.8,Southpaw,5.33,3.54,0.39,0.33,0.61,0.79,1,1.82,0,4,-77,0.12,-12,-101,0.1,-3,-5,-0.37,0,0,-68,3,-4,-2,0,0,5.079999999999984,-1.38,-0.33,0.15,0.1,-0.05,-0.43,-0.4,-0.19
UFC on FX,pat barry,christian morecraft,Red,Heavyweight,0,Men,KO/TKO,1,3,218,Herb Dean,1,12,13,0.92,12,15,0.8,0,0,0,0,0,25,8,7,44,180.34,106.59,187.96,Orthodox,2.72,3.54,0.52,0,0.59,0.76,0.2,0,0,3,19,0.15,5,21,0.24,2,3,0.66,1,0,81,8,3,37,198.12,117.93,205.74,Orthodox,2.82,2.46,0.34,0.66,0.46,0.5,2.2,3.26,1,9,-6,0.77,7,-6,0.56,-2,-3,-0.66,-1,0,-56,0,4,7,-17.78,-11.34,-17.78,-0.1,1.08,0.18,-0.66,0.1299999999999999,0.26,-2,-3.26
UFC 145,matt brown,stephen thompson,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Fernando Yamasaki,0,36,77,0.46,91,148,0.61,5,13,0.38,1,1,485,26,19,43,182.88,77.11,190.5,Orthodox,3.76,2.92,0.55,0.46,0.55,0.63,1.3,1.68,0,67,133,0.5,78,146,0.53,0,0,0,0,1,48,17,7,41,182.88,77.11,190.5,Orthodox,4.11,3.03,0.46,0.41,0.54,0.65,0,0.26,0,-31,-56,-0.04,13,2,0.08,5,13,0.38,1,0,437,9,12,2,0,0,0,-0.35,-0.11,0.09,0.05,0.01,-0.02,1.3,1.42
UFC on FOX,chael sonnen,michael bisping,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,John McCarthy,0,40,97,0.41,135,203,0.67,4,7,0.57,0,0,451,29,15,46,185.42,92.99,185.42,Southpaw,3.08,1.1,0.43,0.59,0.62,0.66,0.4,3.81,0,30,86,0.34,102,163,0.63,1,3,0.33,0,0,252,30,9,45,185.42,83.91,190.5,Orthodox,4.33,2.71,0.38,0.43,0.65,0.63,0.3,1.05,0,10,11,0.07,33,40,0.04,3,4,0.2399999999999999,0,0,199,-1,6,1,0,9.079999999999998,-5.08,-1.25,-1.61,0.05,0.1599999999999999,-0.03,0.03,0.1,2.76
UFC on FUEL TV,igor pokrajac,fabio maldonado,Red,Light Heavyweight,0,Men,Decision - Unanimous,3,3,300,Dan Miragliotta,0,36,80,0.45,64,111,0.58,1,4,0.25,0,0,367,28,13,45,182.88,92.99,187.96,Orthodox,2.25,4.26,0.45,0.29,0.4,0.51,0.2,0.87,0,98,137,0.71,166,215,0.77,0,1,0,0,0,166,23,11,44,185.42,92.99,190.5,Orthodox,5.29,4.31,0.58,0.57,0.53,0.61,0.6,0.44,0,-62,-57,-0.26,-102,-104,-0.19,1,3,0.25,0,0,201,5,2,1,-2.54,0,-2.54,-3.04,-0.05,-0.13,-0.28,-0.13,-0.1,-0.4,0.43
UFC 145,mark hominick,eddie yagin,Blue,Featherweight,0,Men,Decision - Split,3,3,300,Mario Yamasaki,0,110,210,0.52,116,217,0.53,0,0,0,0,0,0,20,12,41,172.72,65.77,172.72,Orthodox,4.08,4.18,0.42,0.66,0.69,0.71,0.9,0.25,2,84,284,0.29,100,301,0.33,0,0,0,0,0,88,16,7,45,170.18,65.77,,Orthodox,3.13,5.77,0.3,0,0.42,0.62,1,0,-2,26,-74,0.23,16,-84,0.2,0,0,0,0,0,-88,4,5,-4,2.539999999999992,0,,0.9500000000000002,-1.59,0.12,0.66,0.2699999999999999,0.09,-0.1,0.25
UFC on FOX,cub swanson,george roop,Red,Featherweight,0,Men,KO/TKO,2,3,142,John McCarthy,1,43,66,0.65,50,74,0.68,2,2,1,0,0,69,29,13,40,172.72,65.77,177.8,Orthodox,4.7,3.84,0.5,0.52,0.59,0.61,0.4,1.09,0,35,99,0.35,44,108,0.41,0,1,0,0,0,7,15,13,42,185.42,61.23,182.88,Orthodox,3.43,2.47,0.34,0.57,0.6,0.59,0.1,1.05,1,8,-33,0.3,6,-34,0.2700000000000001,2,1,1,0,0,62,14,0,-2,-12.7,4.539999999999999,-5.08,1.27,1.3699999999999997,0.1599999999999999,-0.05,-0.01,0.02,0.3,0.04
